"","country","househld","rsex","rage","marstat6","childhh","married","readpap","whpaper","webnews","wnwsite1","supparty","closepty","partyidn","partyid1","politics","soctrust","ecpolicy","govtrust","mpstrust","conlabdf","spend1","dole","taxspend","incomgap","ub1poor","ccbeliev","letin","miecono","micultur","reasmig","asastay","friendob","raceori3","religion","hedqual","rearnd","welffeet","forgrel1","forgrel2","forgrel4","forgrel5","mnntpowr","unionsa","reconact","natbrit","nateng","nateuro","natscot","natwelsh","natni","natasia","natafric"
"601","England",2,"Female",NA,"Married","No","Married/living as married","No",NA,"At least once a week","BBC News","No","Yes","Conservative","Conservative","some,","Can t be too careful in dealing with people","to stay in the EU and try to reduce the EU s powers,","Only some of the time","Almost never",NA,"Education","(Neither)","Keep taxes and spending on these services at same level","too large","has enough to live on,","I believe that climate change is taking place and is, at least partly, a result of human actions?","Remain the same as it is","8","5 - Neither",NA,"Agree","Yes, several","WHITE: of any origin","Roman Catholic","Degree",NA,"Agree","Disagree","Agree","Disagree","Disagree","Agree","No","Wholly retired from work","Mentioned",NA,NA,NA,NA,NA,NA,NA
"602","England",1,"Female",NA,"Divorced/dissolved civil partnership","No","Separated/divorced","Yes","Daily Telegraph","Several times a week","Sky News","No","No","UK Independence Party (UKIP)/Veritas","UK Independence Party (UKIP)/Veritas","quite a lot,","Can t be too careful in dealing with people","to leave the European Union,","Almost never","Almost never","some difference,","Defence","too high and discourage work","Keep taxes and spending on these services at same level","too large","has enough to live on,","...I don t believe that climate change is taking place","Reduced a lot","0 - Extremely bad for economy","0 - Cultural life undermined",NA,"Disagree strongly","Yes, a few","WHITE: of any origin","Church of England/Anglican","O level or equiv",NA,"Agree","Agree strongly","Disagree strongly","Agree strongly","Agree strongly","Agree strongly","No","Wholly retired from work",NA,"Mentioned",NA,NA,NA,NA,NA,NA
"603","England",3,"Female",NA,"Single (never married/never in a civil partnership)","Yes","Never married","No",NA,"Once a month","BBC News","Yes",NA,"Labour","Labour","quite a lot,","Can t be too careful in dealing with people","to stay in the EU and try to reduce the EU s powers,","Most of the time","Only some of the time","some difference,","Health","too low and cause hardship","Increase taxes and spend more on health, education etc","too large","has enough to live on,","...I don t believe that climate change is taking place","Reduced a lot","3","3",NA,"Neither agree nor disagree","No, none at all","WHITE: of any origin","No religion","O level or equiv",NA,"Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","Can't choose","No","Permanently sick or disabled",NA,"Mentioned",NA,NA,NA,NA,NA,NA
"604","Wales",1,"Female",NA,"Widowed/surviving partner from a civil partnership","No","Widowed","Yes","Other Irish/Northern Irish/Scottish/Welsh, regional or local daily morning paper","Never",NA,"Yes",NA,"Plaid Cymru","Plaid Cymru","not very much,","Can t be too careful in dealing with people","to leave things as they are,","Almost never","Only some of the time","or, not much difference?","Health","too high and discourage work","Increase taxes and spend more on health, education etc","too large","is hard up,","I believe that climate change is taking place and is, at least partly, a result of human actions?","Reduced a lot","4","4",NA,"Neither agree nor disagree","Yes, one","WHITE: of any origin","Baptist","No qualification",NA,"Agree","Agree","Neither agree nor disagree","Agree","Agree","Agree","No","Permanently sick or disabled",NA,NA,NA,NA,"Mentioned",NA,NA,NA
"605","England",1,"Male",NA,"Single (never married/never in a civil partnership)","No","Never married","No",NA,"Never",NA,"No","Yes","Labour","Labour","not very much,","Can t be too careful in dealing with people","or, to work for the formation of a single European government?","Only some of the time","Almost never","or, not much difference?","Help for industry","too low and cause hardship","Keep taxes and spending on these services at same level","too large","is hard up,","I believe that climate change is taking place and is, at least partly, a result of human actions?","Remain the same as it is","7","9","Other [WRITE IN]","Agree","Yes, a few","WHITE: of any origin","No religion","A level or equiv",NA,"Disagree strongly","Agree","Agree strongly","Agree","Disagree","Disagree","No","Unemployed and registered at a JobCentre or JobCentre Plus",NA,NA,"Mentioned",NA,NA,NA,NA,NA
"606","England",3,"Female",NA,"Married","Yes","Married/living as married","No",NA,"Several times a day","BBC News","No","No","Labour","Labour","not very much,","Most people can be trusted","to leave things as they are,","Only some of the time","Almost never","some difference,","Health",NA,"Increase taxes and spend more on health, education etc",NA,"has enough to live on,","I believe that climate change is taking place and is, at least partly, a result of human actions?","Remain the same as it is","5 - Neither","6",NA,"Disagree","No, none at all","ASIAN: of Chinese origin","No religion","Degree","£1,801 - 2,200 p.m.","Agree","Neither agree nor disagree","Agree","Neither agree nor disagree","Disagree strongly","Neither agree nor disagree","No","In paid work (or away temporarily) for at least 10 hours in week",NA,NA,NA,NA,NA,NA,"Mentioned",NA
"607","England",2,"Female",NA,"Married","No","Married/living as married","No",NA,"Never",NA,"No","No","UK Independence Party (UKIP)/Veritas","UK Independence Party (UKIP)/Veritas","not very much,","Can t be too careful in dealing with people","to stay in the EU and try to reduce the EU s powers,","Almost never","Almost never","some difference,","Social security benefits","too high and discourage work","Keep taxes and spending on these services at same level","too large","... has more than enough to live on,","I believe that climate change is taking place and is, at least partly, a result of human actions?","Reduced a lot","0 - Extremely bad for economy","0 - Cultural life undermined","Refugees claiming asylum in Britain","Neither agree nor disagree","No, none at all","WHITE: of any origin","Church of England/Anglican",NA,"£431 - 780 p.m.","Agree strongly","Agree strongly","Agree strongly","Agree","Agree","Agree strongly","No","In paid work (or away temporarily) for at least 10 hours in week",NA,"Mentioned",NA,NA,NA,NA,NA,NA
"608","England",2,"Female",NA,"Single (never married/never in a civil partnership)","No","Never married","No",NA,"Several times a day","BBC News","No","Yes","Conservative","Conservative","... a great deal,","Can t be too careful in dealing with people","to leave things as they are,","Only some of the time","Almost never","or, not much difference?","Health","too high and discourage work","Keep taxes and spending on these services at same level","too large",NA,"I believe that climate change is taking place and is, at least partly, a result of human actions?","Increased a lot","9","10 - Cultural life enriched",NA,"Agree strongly","Yes, several","WHITE: of any origin","Christian - no denomination","Degree","£3,601 or more p.m.","Neither agree nor disagree","Disagree","Agree strongly","Disagree","Disagree strongly","Can't choose","No","In paid work (or away temporarily) for at least 10 hours in week","Mentioned",NA,NA,NA,NA,NA,NA,NA
"609","England",3,"Female",NA,"Married","Yes","Married/living as married","No",NA,"At least once a week","Sky News","Yes",NA,"Liberal Democrat","Liberal Democrat","some,","Most people can be trusted","to stay in the EU and try to reduce the EU s powers,","Only some of the time","Only some of the time","some difference,","Health","(Neither)","Keep taxes and spending on these services at same level","too large","has enough to live on,","I believe that climate change is taking place but not as a result of human actions","Reduced a little","6","7",NA,"Agree","Yes, a few","WHITE: of any origin","Christian - no denomination","Higher educ below degree","£1,301 - 1,600 p.m.","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Disagree","Agree","No","In paid work (or away temporarily) for at least 10 hours in week","Mentioned","Mentioned",NA,NA,NA,NA,NA,NA
"610","England",1,"Female",NA,"Widowed/surviving partner from a civil partnership","No","Widowed","Yes","(Scottish) Daily Express","Never",NA,"Yes",NA,"Conservative","Conservative","not very much,","Can t be too careful in dealing with people","to stay in the EU and try to reduce the EU s powers,","Only some of the time","Only some of the time","some difference,","Education","too high and discourage work","Keep taxes and spending on these services at same level","too large","is hard up,","I believe that climate change is taking place and is, at least partly, a result of human actions?","Reduced a little","5 - Neither","5 - Neither","Coming to study in British universities","Disagree","Yes, a few","WHITE: of any origin","Church of England/Anglican","No qualification",NA,"Agree","Agree","Disagree","Disagree","Neither agree nor disagree","Agree","No","Wholly retired from work","Mentioned",NA,NA,NA,NA,NA,NA,NA
"611","England",1,"Female",NA,"Married","No","Married/living as married","Yes","(Scottish) Daily Mail","Never",NA,"No","Yes","Conservative","Conservative","not very much,","Most people can be trusted","to stay in the EU and try to reduce the EU s powers,","Most of the time","Only some of the time","some difference,","Health","too high and discourage work","Keep taxes and spending on these services at same level","too large","has enough to live on,","I believe that climate change is taking place and is, at least partly, a result of human actions?","Reduced a lot","4","4","SPONTANEOUS ONLY: To access benefits or housing","Agree","No, none at all","WHITE: of any origin","Church of England/Anglican",NA,NA,"Agree","Agree strongly","Agree","Agree","Agree","Agree strongly","No","Wholly retired from work","Mentioned","Mentioned","Mentioned",NA,NA,NA,NA,NA
"612","England",2,"Male",NA,"Living with a partner","No","Married/living as married","No",NA,"Every day","Other - Foreign site (PLEASE WRITE IN)",NA,NA,NA,NA,"... a great deal,","Can t be too careful in dealing with people","to stay in the EU and try to reduce the EU s powers,","Only some of the time","Almost never","some difference,","Housing","too high and discourage work","Keep taxes and spending on these services at same level","too large","has enough to live on,","I believe that climate change is taking place but not as a result of human actions","Reduced a lot","5 - Neither","8",NA,"Disagree strongly","Yes, one","WHITE: of any origin","Church of England/Anglican","O level or equiv",NA,NA,"Agree","Agree","Agree","Agree","Agree strongly","No","Wholly retired from work",NA,"Mentioned",NA,NA,NA,NA,NA,NA
